sys_RespNum,sys_RespStatus,sys_DataSource,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Consent,CBCwatchexercise_Random1,CBCwatchexercise_Random2,CBCwatchexercise_Random3,CBCwatchexercise_Random4,CBCwatchexercise_Fixed1,CBCwatchexercise_Random5,CBCwatchexercise_Random6,CBCwatchexercise_Fixed2,CBCwatchexercise_Random7,CBCwatchexercise_Fixed3,CBCwatchexercise_Random8,CBCwatchexercise_Random9,CBCwatchexercise_Random10,CBCwatchexercise_Random11,CBCwatchexercise_Random12,PilotTestOpenEnded,OwnWatch,LuxuryWatch,IMC,DemoAge,DemoGender,DemoGender_4_other,DemoEducation,sys_CBCVersion_CBCwatchexercise,sys_CBCDesignID_CBCwatchexercise,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,OwnWatchSegment,PROLIFICPID,OpenEndProdCatShoes,OpenEndProdCatCars,OpenEndProdCatWatches,WarmUp1,WarmUp2,WarmUp3,DemoOwnWatch,DemoTypeOfWatch,DemoWatchUseCase_1,DemoWatchUseCase_2,DemoWatchUseCase_3,DemoWatchUseCase_4,DemoWatchWTP,DemoBrandRecognition,OpenEndedIdealWatch,DemoAestheticImportance1_1,DemoAestheticImportance2_1,DemoTimeSpentGrooming,DemoIncome,DemoRentOwn,DemoSocialMedia,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,DemoAge_real,DemoEducation_real,DemoIncome_real,DemoSocialMedia_real,DemoAestheticImportance1_1_real,DemoAestheticImportance2_1_real,DemoTimeSpentGrooming_real,DemoOwnWatch_real,DemoWatchWTP_real
248,5.0,1.0,08 Mar 2023 - 20:06:18 EST,08 Mar 2023 - 20:11:43 EST,325.0,324.0,1678323978.0,1678324303.0,0.0,,TerminateComplete,1.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 10.0,Firefox 110.0,172.58.181.175,1349.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,5.0,4.0,2.0,,6.0,248.0,CBC1_1677959355_6,,14.0,16.0,5.0,7.0,12.0,3.0,7.0,4.0,3.0,7.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,,63ce4a983479277bba4987c5,sneakers,Cars,watches,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0,4.0,Ideal watch should be easy to use and easy to wear and has a timer and also a reliable and accurate movement mechanism.,4.0,4.0,4.0,8.0,2.0,6.0,6.0,4.0,7.0,12.0,115.0,18.0,23.0,0.5,2.0,1.5,2.5,1.0,1.0,0.5,1.0,0.0
249,5.0,1.0,08 Mar 2023 - 20:06:50 EST,08 Mar 2023 - 20:13:08 EST,378.0,376.0,1678324010.0,1678324388.0,0.0,,TerminateComplete,1.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 10.0,Firefox 110.0,66.44.62.194,1536.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,5.0,2.0,1.0,,5.0,249.0,CBC1_1677959355_6,,68.0,13.0,9.0,9.0,29.0,13.0,7.0,5.0,5.0,8.0,6.0,5.0,5.0,6.0,14.0,7.0,10.0,6.0,5.0,12.0,6.0,6.0,,636261a282f90a4b0998fe5c,shoes,cars,watches,1.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,7.0,4.0,silver plated with simple designs,5.0,5.0,5.0,11.0,1.0,6.0,7.0,5.0,7.0,19.0,55.0,13.0,16.0,-1.5,1.0,4.5,2.5,2.0,2.0,1.5,1.0,3.0
250,5.0,1.0,08 Mar 2023 - 20:06:50 EST,08 Mar 2023 - 20:11:53 EST,303.0,301.0,1678324010.0,1678324313.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,173.67.5.120,1249.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,5.0,4.0,2.0,,6.0,250.0,CBC1_1677959355_6,,48.0,9.0,8.0,7.0,12.0,16.0,6.0,5.0,6.0,6.0,5.0,29.0,5.0,5.0,4.0,4.0,53.0,3.0,4.0,4.0,3.0,4.0,,61089a35dbc0aaf020ab264d,shoes,cars,watches,2.0,1.0,2.0,5.0,,,,,,,,,5.0,4.0,5.0,12.0,2.0,5.0,3.0,4.0,11.0,,,14.0,23.0,0.5,2.0,5.5,1.5,2.0,1.0,1.5,5.0,
251,5.0,1.0,08 Mar 2023 - 20:06:52 EST,08 Mar 2023 - 20:11:18 EST,266.0,263.0,1678324012.0,1678324278.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2602:304:b396:8800:bc38:56ab:508c:df0c,1689.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,5.0,4.0,1.0,,5.0,251.0,CBC1_1677959355_6,,4.0,7.0,4.0,4.0,10.0,8.0,7.0,9.0,4.0,6.0,5.0,7.0,4.0,11.0,11.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,,5bcf9a4765502300013b74a6,shoes,cars,watches,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,"one that is visually appealing, dependable, and is easy to see what time it is just by a glance",4.0,4.0,4.0,6.0,2.0,4.0,6.0,5.0,5.0,6.0,85.0,6.0,15.0,0.5,1.0,-0.5,0.5,1.0,1.0,0.5,3.0,-1.0
252,5.0,1.0,08 Mar 2023 - 20:06:55 EST,08 Mar 2023 - 20:10:48 EST,233.0,229.0,1678324015.0,1678324248.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,75.76.231.102,1278.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,5.0,2.0,2.0,,5.0,252.0,CBC1_1677959355_6,,15.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,4.0,5.0,6.0,3.0,3.0,6.0,4.0,3.0,4.0,6.0,3.0,4.0,,60e4fe072aa5db731051c240,shoe,car,watch,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,"FYI ^ The aforementioned question asks to select multiple but it's listed as only one selection allowed. Also all your watch images were very blurry.  I like watches to be elegant, versatile with many looks, and timeless.",4.0,4.0,4.0,8.0,2.0,6.0,3.0,5.0,4.0,5.0,73.0,8.0,14.0,-1.5,1.0,1.5,2.5,1.0,1.0,0.5,1.0,-2.0
253,5.0,1.0,08 Mar 2023 - 20:06:56 EST,08 Mar 2023 - 20:11:24 EST,268.0,267.0,1678324016.0,1678324284.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:8801:352c:1100:7c87:5ec2:41c3:d3ea,1519.0,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,5.0,2.0,2.0,,3.0,253.0,CBC1_1677959355_6,,6.0,16.0,14.0,15.0,13.0,12.0,12.0,4.0,4.0,6.0,9.0,3.0,3.0,4.0,6.0,4.0,5.0,3.0,6.0,4.0,4.0,3.0,,638e39edc03272bc8071cbb6,shoes,Car,watches,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,4.0,sleek and modern. I want something sophisticated and fancy.,2.0,4.0,4.0,6.0,1.0,4.0,6.0,4.0,6.0,12.0,45.0,18.0,20.0,-1.5,-1.0,-0.5,0.5,-1.0,1.0,0.5,2.0,-1.0
254,5.0,1.0,08 Mar 2023 - 20:06:59 EST,08 Mar 2023 - 20:11:18 EST,259.0,258.0,1678324019.0,1678324278.0,0.0,,TerminateComplete,1.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 10.0,Firefox 110.0,2600:1700:1ce0:27f0:b154:2250:4f08:4350,1263.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,5.0,3.0,1.0,,6.0,254.0,CBC1_1677959355_6,,8.0,10.0,8.0,6.0,9.0,16.0,12.0,4.0,4.0,7.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,5ecc6fb87c7c7646490f3cf8,shoes,cars,watches,1.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,"I think the one I like is a Rolex called a ""Submariner"".  The watch itself is gold but the face is blue.",3.0,4.0,2.0,12.0,1.0,6.0,4.0,4.0,11.0,15.0,64.0,16.0,15.0,-0.5,2.0,5.5,2.5,0.0,1.0,-1.5,4.0,2.0
255,5.0,1.0,08 Mar 2023 - 20:07:01 EST,08 Mar 2023 - 20:10:21 EST,200.0,196.0,1678324021.0,1678324221.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Mac OS X 10.12.6,Chrome 103.0.0.0,12.7.217.120,1906.0,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,5.0,3.0,1.0,,4.0,255.0,CBC1_1677959355_6,,3.0,5.0,2.0,37.0,10.0,5.0,8.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,6.0,3.0,3.0,2.0,3.0,2.0,3.0,,600f4361d8ad4b1021236a24,shoe,car,watch,1.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,5.0,4.0,Something with a silver or gold faceplate and matching band. Large clock and a fitting sized band. Elegant but not too over the top.,4.0,4.0,3.0,7.0,2.0,4.0,2.0,3.0,3.0,7.0,47.0,5.0,14.0,-0.5,0.0,0.5,0.5,1.0,1.0,-0.5,4.0,1.0
256,5.0,1.0,08 Mar 2023 - 20:07:13 EST,08 Mar 2023 - 20:10:06 EST,173.0,170.0,1678324033.0,1678324206.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,2600:1014:b061:6d95:255d:6c6f:22fc:9cb2,1440.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,5.0,1.0,2.0,,2.0,256.0,CBC1_1677959355_6,,5.0,6.0,5.0,4.0,11.0,13.0,2.0,3.0,2.0,6.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,,6148f3d1074988c7852c1774,shoe,car,watch,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,Light and has smart capabilities,3.0,4.0,2.0,9.0,2.0,6.0,3.0,5.0,9.0,11.0,23.0,13.0,17.0,-2.5,-2.0,2.5,2.5,0.0,1.0,-1.5,1.0,-2.0
257,4.0,1.0,08 Mar 2023 - 20:07:41 EST,08 Mar 2023 - 20:08:21 EST,40.0,40.0,1678324061.0,1678324101.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,104.189.155.144,1880.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,6.0,9.0,11.0,4.0,10.0,,,,,,,,,,,,,,,,,,,63f3e7d028aa6e990499556e,Regular,Car,Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,4.0,1.0,08 Mar 2023 - 20:07:42 EST,08 Mar 2023 - 20:08:05 EST,23.0,23.0,1678324062.0,1678324085.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2607:fb90:9ba0:a5fb:c6d:7f0f:c68:3e44,2560.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,3.0,3.0,2.0,11.0,,,,,,,,,,,,,,,,,,,60306cf6330619ee41fa3cd2,shoe,car,watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,5.0,1.0,08 Mar 2023 - 20:07:59 EST,08 Mar 2023 - 20:20:03 EST,724.0,723.0,1678324079.0,1678324803.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 OPR/95.0.0.0",Windows 10.0,Opera 95.0.0.0,2601:201:4301:8f0:7d2c:37d9:a27a:acbb,2330.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,5.0,1.0,1.0,,2.0,259.0,CBC1_1677959355_6,,5.0,4.0,49.0,5.0,63.0,4.0,3.0,3.0,2.0,5.0,3.0,22.0,10.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,16.0,4.0,,62baf827477e9d1a60c5b66d,shoes,cars,watches,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,"Black band, gold face, medium sized",4.0,4.0,3.0,5.0,1.0,6.0,67.0,2.0,4.0,82.0,169.0,161.0,11.0,-2.5,-2.0,-1.5,2.5,1.0,1.0,-0.5,2.0,-1.0
260,5.0,1.0,08 Mar 2023 - 20:08:15 EST,08 Mar 2023 - 20:10:45 EST,150.0,148.0,1678324095.0,1678324245.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,23.243.188.200,1903.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,5.0,2.0,1.0,,5.0,260.0,CBC1_1677959355_6,,3.0,6.0,3.0,4.0,15.0,8.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,62fff227813e181c8457fc1b,shoes,cars,watches,1.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,5.0,1.0,"Sleek, low profile, timeless",4.0,3.0,3.0,6.0,1.0,6.0,2.0,3.0,5.0,8.0,24.0,7.0,16.0,-1.5,1.0,-0.5,2.5,1.0,0.0,-0.5,2.0,1.0
261,4.0,1.0,08 Mar 2023 - 20:08:25 EST,08 Mar 2023 - 20:09:33 EST,68.0,67.0,1678324105.0,1678324173.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2001:48f8:4059:2b3:216a:6653:2f4d:aab8,1263.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,10.0,17.0,11.0,12.0,17.0,,,,,,,,,,,,,,,,,,,63adc5b745a55a45622d0fca,casual,vehicles,watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,5.0,1.0,08 Mar 2023 - 20:08:31 EST,08 Mar 2023 - 20:12:42 EST,251.0,249.0,1678324111.0,1678324362.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:1700:bbe0:4730:83c:4b8e:539a:62ee,1349.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,5.0,3.0,1.0,,5.0,262.0,CBC1_1677959355_6,,7.0,6.0,4.0,5.0,8.0,7.0,11.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,6.0,3.0,5.0,4.0,5.0,3.0,,63eaf87bf5b4f1112349ffa7,shoes,cars,watches,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,4.0,My daily watch is an Apple watch. I like the functionality of having more access than just the time. For special occasions I would like to have a nicer watch- black or silver in color. I prefer lower profile side buttons.,4.0,3.0,2.0,12.0,2.0,6.0,4.0,4.0,2.0,11.0,91.0,10.0,16.0,-0.5,1.0,5.5,2.5,1.0,0.0,-1.5,1.0,0.0
263,5.0,1.0,08 Mar 2023 - 20:08:43 EST,08 Mar 2023 - 20:13:18 EST,275.0,274.0,1678324123.0,1678324398.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2601:4a:4080:2460:4d34:f687:adba:cca3,1519.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,5.0,2.0,1.0,,6.0,263.0,CBC1_1677959355_6,,5.0,11.0,6.0,4.0,9.0,132.0,3.0,5.0,2.0,4.0,2.0,3.0,7.0,2.0,7.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,,62b1ceb25356220938a06d89,shoes,car,watch,1.0,2.0,1.0,5.0,,,,,,,,,4.0,4.0,4.0,12.0,2.0,5.0,2.0,3.0,8.0,,,14.0,28.0,-1.5,2.0,5.5,1.5,1.0,1.0,0.5,5.0,
264,5.0,1.0,08 Mar 2023 - 20:08:45 EST,08 Mar 2023 - 20:11:41 EST,176.0,172.0,1678324125.0,1678324301.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 OPR/91.0.4516.77",Windows 10.0,Opera 91.0.4516.77,71.61.220.103,1905.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,5.0,1.0,3.0,,2.0,264.0,CBC1_1677959355_6,,3.0,12.0,8.0,5.0,25.0,11.0,5.0,3.0,3.0,11.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,,5effca0389eb590c6eed8d4d,shoes,vehicles,watches,2.0,1.0,1.0,5.0,,,,,,,,,5.0,4.0,5.0,1.0,2.0,5.0,4.0,5.0,6.0,,,20.0,15.0,-2.5,-2.0,-5.5,1.5,2.0,1.0,1.5,5.0,
265,5.0,1.0,08 Mar 2023 - 20:08:56 EST,08 Mar 2023 - 20:16:31 EST,455.0,455.0,1678324136.0,1678324591.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:8804:5a0a:9300:718b:5bd4:ebe1:ee0f,1263.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,5.0,3.0,1.0,,5.0,265.0,CBC1_1677959355_6,,9.0,36.0,27.0,10.0,21.0,35.0,20.0,9.0,7.0,12.0,6.0,5.0,5.0,4.0,7.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,,6101b5f7b7de35910a926c62,Shoes,Cars,Watches,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,My ideal watch is a black band black face with smart capabilities such as heart rate fitness time alarm answer text answer phone calls,5.0,5.0,5.0,12.0,1.0,6.0,4.0,8.0,7.0,49.0,83.0,21.0,34.0,-0.5,1.0,5.5,2.5,2.0,2.0,1.5,1.0,0.0
266,5.0,1.0,08 Mar 2023 - 20:09:07 EST,08 Mar 2023 - 20:11:56 EST,169.0,168.0,1678324147.0,1678324316.0,0.0,,TerminateComplete,1.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 10.0,Firefox 110.0,2601:547:1102:5350:215e:3d63:6e4a:8af8,1263.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,5.0,3.0,1.0,,5.0,266.0,CBC1_1677959355_6,,4.0,6.0,4.0,5.0,9.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,,5a2476f6efec480001f29c16,Shoes,Cars,Watches,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,"Clean, silver and black, chronograph.",4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,7.0,39.0,8.0,18.0,-0.5,1.0,-4.5,-1.5,1.0,1.0,-0.5,4.0,-1.0
267,5.0,1.0,08 Mar 2023 - 20:09:09 EST,08 Mar 2023 - 20:16:25 EST,436.0,433.0,1678324149.0,1678324585.0,0.0,,TerminateComplete,1.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 10.0,Firefox 110.0,2601:249:1a82:feb0:5c25:1dc3:97b5:aa63,1137.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,5.0,2.0,1.0,,5.0,267.0,CBC1_1677959355_6,,40.0,7.0,5.0,5.0,20.0,2.0,7.0,3.0,4.0,8.0,4.0,5.0,7.0,3.0,4.0,4.0,4.0,6.0,3.0,7.0,6.0,3.0,,5d6ef023cfe0a400198f911e,shoes,cars,watches,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,"My ideal watch has a classical look, with a focus on either black or silver coloring. It is accurate when telling the time and matches most of the outfits I wear.",4.0,5.0,3.0,9.0,2.0,6.0,10.0,123.0,7.0,4.0,65.0,56.0,11.0,-1.5,1.0,2.5,2.5,1.0,2.0,-0.5,2.0,1.0
268,5.0,1.0,08 Mar 2023 - 20:09:15 EST,08 Mar 2023 - 20:11:56 EST,161.0,160.0,1678324155.0,1678324316.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,98.165.52.245,1519.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,5.0,2.0,1.0,,6.0,268.0,CBC1_1677959355_6,,4.0,11.0,7.0,5.0,8.0,7.0,3.0,3.0,3.0,6.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,5e55c629171aa20a11be18ea,shoes,cars,watches,1.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,"Clean, sleek, dark, metallic",2.0,2.0,2.0,8.0,1.0,6.0,2.0,2.0,5.0,15.0,20.0,11.0,14.0,-1.5,2.0,1.5,2.5,-1.0,-1.0,-1.5,4.0,0.0
269,5.0,1.0,08 Mar 2023 - 20:10:01 EST,08 Mar 2023 - 20:16:02 EST,361.0,359.0,1678324201.0,1678324562.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Linux; Android 9; CPH1931) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36 EdgA/110.0.1587.54",Android 9,EdgA 110.0.1587.54,23.245.215.230,424.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,5.0,2.0,1.0,,5.0,269.0,CBC1_1677959355_6,,11.0,11.0,11.0,8.0,32.0,18.0,9.0,10.0,8.0,13.0,8.0,15.0,6.0,10.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,63f6954adbbe11c3bddfc428,Shoes,Cars,Watches,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,Bkack Leather watches with white face,3.0,3.0,4.0,2.0,1.0,6.0,3.0,3.0,11.0,43.0,54.0,18.0,27.0,-1.5,1.0,-4.5,2.5,0.0,0.0,0.5,4.0,-3.0
270,5.0,1.0,08 Mar 2023 - 20:10:02 EST,08 Mar 2023 - 20:15:32 EST,330.0,328.0,1678324202.0,1678324532.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Chrome OS,Chrome 110.0.0.0,2600:1700:b0d3:eb60:c75f:2609:50c2:dde,1920.0,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,5.0,2.0,1.0,,2.0,270.0,CBC1_1677959355_6,,4.0,34.0,9.0,4.0,34.0,28.0,6.0,3.0,7.0,7.0,3.0,14.0,11.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,,5ad2c8334d061300011b1985,shoes,cars,watches,1.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,Sleek and unique design while also remaining functional.,4.0,4.0,3.0,11.0,1.0,3.0,4.0,5.0,11.0,24.0,42.0,20.0,28.0,-1.5,-2.0,4.5,-0.5,1.0,1.0,-0.5,4.0,0.0
